0, 0, Header, 1, 15, 192
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 674157
1, 96, Tempo, 674157
1, 192, Tempo, 674157
1, 288, Tempo, 674157
1, 384, Tempo, 674157
1, 480, Tempo, 674157
1, 576, Tempo, 674157
1, 672, Tempo, 674157
1, 768, Tempo, 674157
1, 864, Tempo, 674157
1, 960, Tempo, 674157
1, 1056, Tempo, 674157
1, 1152, Tempo, 674157
1, 1248, Tempo, 674157
1, 1344, Tempo, 674157
1, 1440, Tempo, 674157
1, 1536, Tempo, 674157
1, 1632, Tempo, 674157
1, 1728, Tempo, 674157
1, 1824, Tempo, 674157
1, 1920, Tempo, 674157
1, 2016, Tempo, 674157
1, 2112, Tempo, 674157
1, 2208, Tempo, 674157
1, 2304, Tempo, 674157
1, 2400, Tempo, 674157
1, 2496, Tempo, 674157
1, 2592, Tempo, 674157
1, 2688, Tempo, 674157
1, 2784, Tempo, 674157
1, 2880, Tempo, 674157
1, 2976, Tempo, 674157
1, 3072, Tempo, 674157
1, 3168, Tempo, 674157
1, 3264, Tempo, 674157
1, 3360, Tempo, 674157
1, 3456, Tempo, 674157
1, 3552, Tempo, 674157
1, 3648, Tempo, 674157
1, 3744, Tempo, 674157
1, 3840, Tempo, 674157
1, 3936, Tempo, 674157
1, 4032, Tempo, 674157
1, 4128, Tempo, 674157
1, 4224, Tempo, 674157
1, 4320, Tempo, 674157
1, 4416, Tempo, 674157
1, 4512, Tempo, 674157
1, 4608, Tempo, 674157
1, 4704, Tempo, 674157
1, 4800, Tempo, 674157
1, 4896, Tempo, 674157
1, 4992, Tempo, 674157
1, 5088, Tempo, 674157
1, 5184, Tempo, 674157
1, 5280, Tempo, 674157
1, 5376, Tempo, 674157
1, 5472, Tempo, 674157
1, 5568, Tempo, 674157
1, 5664, Tempo, 674157
1, 5760, Tempo, 674157
1, 5856, Tempo, 674157
1, 5952, Tempo, 674157
1, 6048, Tempo, 674157
1, 6144, Tempo, 674157
1, 6240, Tempo, 674157
1, 6336, Tempo, 674157
1, 6432, Tempo, 674157
1, 6528, Tempo, 674157
1, 6624, Tempo, 674157
1, 6720, Tempo, 674157
1, 6816, Tempo, 674157
1, 6912, Tempo, 674157
1, 7008, Tempo, 674157
1, 7104, Tempo, 674157
1, 7200, Tempo, 674157
1, 7296, Tempo, 674157
1, 7392, Tempo, 674157
1, 7488, Tempo, 674157
1, 7584, Tempo, 674157
1, 7680, Tempo, 674157
1, 7776, Tempo, 674157
1, 7872, Tempo, 674157
1, 7968, Tempo, 674157
1, 8064, Tempo, 674157
1, 8160, Tempo, 674157
1, 8256, Tempo, 674157
1, 8352, Tempo, 674157
1, 8448, Tempo, 666666
1, 8544, Tempo, 666666
1, 8640, Tempo, 666666
1, 8736, Tempo, 666666
1, 8832, Tempo, 666666
1, 8928, Tempo, 666666
1, 9024, Tempo, 666666
1, 9120, Tempo, 666666
1, 9216, Tempo, 666666
1, 9312, Tempo, 666666
1, 9408, Tempo, 666666
1, 9504, Tempo, 666666
1, 9600, Tempo, 666666
1, 9696, Tempo, 666666
1, 9792, Tempo, 666666
1, 9888, Tempo, 666666
1, 9984, Tempo, 666666
1, 10080, Tempo, 666666
1, 10176, Tempo, 666666
1, 10272, Tempo, 666666
1, 10368, Tempo, 666666
1, 10464, Tempo, 666666
1, 10560, Tempo, 666666
1, 10656, Tempo, 666666
1, 10752, Tempo, 666666
1, 10848, Tempo, 666666
1, 10944, Tempo, 666666
1, 11040, Tempo, 666666
1, 11136, Tempo, 666666
1, 11232, Tempo, 666666
1, 11328, Tempo, 666666
1, 11424, Tempo, 666666
1, 11520, Tempo, 666666
1, 11616, Tempo, 666666
1, 11712, Tempo, 666666
1, 11808, Tempo, 666666
1, 11904, Tempo, 666666
1, 12000, Tempo, 666666
1, 12096, Tempo, 666666
1, 12192, Tempo, 666666
1, 12288, Tempo, 666666
1, 12384, Tempo, 666666
1, 12480, Tempo, 666666
1, 12576, Tempo, 666666
1, 12672, Tempo, 666666
1, 12768, Tempo, 666666
1, 12864, Tempo, 666666
1, 12960, Tempo, 666666
1, 13056, Tempo, 666666
1, 13152, Tempo, 666666
1, 13248, Tempo, 666666
1, 13344, Tempo, 666666
1, 13440, Tempo, 666666
1, 13536, Tempo, 666666
1, 13632, Tempo, 666666
1, 13728, Tempo, 666666
1, 13824, Tempo, 666666
1, 13920, Tempo, 666666
1, 14016, Tempo, 666666
1, 14112, Tempo, 666666
1, 14208, Tempo, 666666
1, 14304, Tempo, 666666
1, 14400, Tempo, 666666
1, 14496, Tempo, 666666
1, 14592, Tempo, 666666
1, 14688, Tempo, 666666
1, 14784, Tempo, 666666
1, 14880, Tempo, 666666
1, 14976, Tempo, 666666
1, 15072, Tempo, 666666
1, 15168, Tempo, 666666
1, 15264, Tempo, 666666
1, 15360, Tempo, 666666
1, 15456, Tempo, 666666
1, 15552, Tempo, 666666
1, 15648, Tempo, 666666
1, 15744, Tempo, 666666
1, 15840, Tempo, 666666
1, 15936, Tempo, 666666
1, 16032, Tempo, 666666
1, 16128, Tempo, 666666
1, 16224, Tempo, 666666
1, 16320, Tempo, 666666
1, 16416, Tempo, 666666
1, 16512, Tempo, 666666
1, 16608, Tempo, 666666
1, 16704, Tempo, 659340
1, 16800, Tempo, 659340
1, 16896, Tempo, 659340
1, 16992, Tempo, 659340
1, 17088, Tempo, 659340
1, 17184, Tempo, 659340
1, 17280, Tempo, 659340
1, 17376, Tempo, 659340
1, 17472, Tempo, 659340
1, 17568, Tempo, 659340
1, 17664, Tempo, 659340
1, 17760, Tempo, 659340
1, 17856, Tempo, 659340
1, 17952, Tempo, 659340
1, 18048, Tempo, 659340
1, 18144, Tempo, 659340
1, 18240, Tempo, 659340
1, 18336, Tempo, 659340
1, 18432, Tempo, 659340
1, 18528, Tempo, 659340
1, 18624, Tempo, 659340
1, 18720, Tempo, 659340
1, 18816, Tempo, 659340
1, 18912, Tempo, 659340
1, 19008, Tempo, 659340
1, 19104, Tempo, 659340
1, 19200, Tempo, 659340
1, 19296, Tempo, 659340
1, 19392, Tempo, 659340
1, 19488, Tempo, 659340
1, 19584, Tempo, 659340
1, 19680, Tempo, 659340
1, 19776, Tempo, 659340
1, 19872, Tempo, 659340
1, 19968, Tempo, 659340
1, 20064, Tempo, 659340
1, 20160, Tempo, 659340
1, 20256, Tempo, 659340
1, 20352, Tempo, 659340
1, 20448, Tempo, 659340
1, 20544, Tempo, 659340
1, 20640, Tempo, 659340
1, 20736, Tempo, 659340
1, 20832, Tempo, 659340
1, 20928, Tempo, 659340
1, 21024, Tempo, 659340
1, 21120, Tempo, 659340
1, 21216, Tempo, 659340
1, 21312, Tempo, 659340
1, 21408, Tempo, 659340
1, 21504, Tempo, 659340
1, 21600, Tempo, 659340
1, 21696, Tempo, 659340
1, 21792, Tempo, 659340
1, 21888, Tempo, 659340
1, 21984, Tempo, 659340
1, 22080, Tempo, 659340
1, 22176, Tempo, 659340
1, 22272, Tempo, 659340
1, 22368, Tempo, 659340
1, 22464, Tempo, 659340
1, 22560, Tempo, 659340
1, 22656, Tempo, 659340
1, 22752, Tempo, 659340
1, 22848, Tempo, 659340
1, 22944, Tempo, 659340
1, 23040, Tempo, 659340
1, 23136, Tempo, 659340
1, 23232, Tempo, 659340
1, 23328, Tempo, 659340
1, 23424, Tempo, 659340
1, 23520, Tempo, 659340
1, 23616, Tempo, 659340
1, 23712, Tempo, 659340
1, 23808, Tempo, 659340
1, 23904, Tempo, 659340
1, 24000, Tempo, 659340
1, 24096, Tempo, 659340
1, 24192, Tempo, 659340
1, 24288, Tempo, 659340
1, 24384, Tempo, 659340
1, 24480, Tempo, 659340
1, 24576, Tempo, 659340
1, 24672, Tempo, 652173
1, 24768, Tempo, 652173
1, 24864, Tempo, 652173
1, 24960, Tempo, 652173
1, 25056, Tempo, 652173
1, 25152, Tempo, 652173
1, 25248, Tempo, 652173
1, 25344, Tempo, 652173
1, 25440, Tempo, 652173
1, 25536, Tempo, 652173
1, 25632, Tempo, 652173
1, 25728, Tempo, 652173
1, 25824, Tempo, 652173
1, 25920, Tempo, 652173
1, 26016, Tempo, 652173
1, 26112, Tempo, 652173
1, 26208, Tempo, 652173
1, 26304, Tempo, 652173
1, 26400, Tempo, 652173
1, 26496, Tempo, 652173
1, 26592, Tempo, 652173
1, 26688, Tempo, 652173
1, 26784, Tempo, 652173
1, 26880, Tempo, 652173
1, 26976, Tempo, 652173
1, 27072, Tempo, 652173
1, 27168, Tempo, 652173
1, 27264, Tempo, 652173
1, 27360, Tempo, 652173
1, 27456, Tempo, 652173
1, 27552, Tempo, 652173
1, 27648, Tempo, 652173
1, 27744, Tempo, 652173
1, 27840, Tempo, 652173
1, 27936, Tempo, 652173
1, 28032, Tempo, 652173
1, 28128, Tempo, 652173
1, 28224, Tempo, 652173
1, 28320, Tempo, 652173
1, 28416, Tempo, 652173
1, 28512, Tempo, 652173
1, 28608, Tempo, 652173
1, 28704, Tempo, 652173
1, 28800, Tempo, 652173
1, 28896, Tempo, 652173
1, 28992, Tempo, 652173
1, 29088, Tempo, 652173
1, 29184, Tempo, 652173
1, 29280, Tempo, 652173
1, 29376, Tempo, 652173
1, 29472, Tempo, 652173
1, 29568, Tempo, 652173
1, 29664, Tempo, 652173
1, 29760, Tempo, 652173
1, 29856, Tempo, 652173
1, 29952, Tempo, 652173
1, 30048, Tempo, 652173
1, 30144, Tempo, 652173
1, 30240, Tempo, 652173
1, 30336, Tempo, 652173
1, 30432, Tempo, 652173
1, 30528, Tempo, 652173
1, 30624, Tempo, 652173
1, 30720, Tempo, 652173
1, 30816, Tempo, 652173
1, 30912, Tempo, 652173
1, 31008, Tempo, 652173
1, 31104, Tempo, 652173
1, 31200, Tempo, 652173
1, 31296, Tempo, 652173
1, 31392, Tempo, 652173
1, 31488, Tempo, 652173
1, 31584, Tempo, 652173
1, 31680, Tempo, 652173
1, 31776, Tempo, 652173
1, 31872, Tempo, 652173
1, 31968, Tempo, 652173
1, 32064, Tempo, 652173
1, 32160, Tempo, 652173
1, 32256, Tempo, 652173
1, 32352, Tempo, 652173
1, 32448, Tempo, 652173
1, 32544, Tempo, 645161
1, 32640, Tempo, 645161
1, 32736, Tempo, 645161
1, 32832, Tempo, 645161
1, 32928, Tempo, 645161
1, 33024, Tempo, 645161
1, 33120, Tempo, 645161
1, 33216, Tempo, 645161
1, 33312, Tempo, 645161
1, 33408, Tempo, 645161
1, 33504, Tempo, 645161
1, 33600, Tempo, 645161
1, 33696, Tempo, 645161
1, 33792, Tempo, 645161
1, 33888, Tempo, 645161
1, 33984, Tempo, 645161
1, 34080, Tempo, 645161
1, 34176, Tempo, 645161
1, 34272, Tempo, 645161
1, 34368, Tempo, 645161
1, 34464, Tempo, 645161
1, 34560, Tempo, 645161
1, 34656, Tempo, 645161
1, 34752, Tempo, 645161
1, 34848, Tempo, 645161
1, 34944, Tempo, 645161
1, 35040, Tempo, 645161
1, 35136, Tempo, 645161
1, 35232, Tempo, 645161
1, 35328, Tempo, 645161
1, 35424, Tempo, 645161
1, 35520, Tempo, 645161
1, 35616, Tempo, 645161
1, 35712, Tempo, 645161
1, 35808, Tempo, 645161
1, 35904, Tempo, 645161
1, 36000, Tempo, 645161
